,Company,Bar_name,Review_update,Review_date,Cocoa_percentage,Company_location,Quality,Bean_type,Beans_location,Quality(round)
564,Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend, ,3
565,Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend, ,3
566,Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,5
567,Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,3
568,Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,3
569,Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,3
570,Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,3
571,Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,3
572,Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,5
573,Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,5
574,Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,5
575,Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,3
576,Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,3
577,Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,Grenada,2
578,Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,Venezuela,2
579,Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia,2
580,Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar,2
581,Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,Criollo,Guatemala,5
582,Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,Nicaragua,3
583,Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,Nicaragua,3
584,Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,,Venezuela,3
585,Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,Criollo,Honduras,3
586,Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5,,Dominican Republic,3
587,Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0,,Panama,5
588,Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,Criollo,Nicaragua,3
589,Duffy's,Ocumare,765,2011,71.0,U.K.,3.5,,Venezuela,3
590,Duffy's,Panama,516,2010,70.0,U.K.,3.5,,Panama,3
591,Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75,,Ecuador,3
592,Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5,,Ecuador,2
593,Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75,,Peru,3
594,Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,,Dominican Republic,3
595,Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,2
596,Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
597,Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,3
598,Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,,Domincan Republic,3
599,Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,3
600,Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,,Ecuador,5
601,East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,,Peru,3
602,East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,3
603,East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,,Dominican Republic,3
604,Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,,Colombia,3
605,Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,,Colombia,3
606,Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,2
607,Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,5
608,El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,,Bolivia,3
609,El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,,Bolivia,2
610,El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,,Venezuela,3
611,El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,2
612,El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,5
613,El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,2
614,El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,2
615,El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,5
616,El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,2
617,Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,,St. Lucia,2
618,Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,,St. Lucia,3
619,Emily's,Patanemo,1450,2015,79.0,Japan,3.0,,Venezuela,5
620,Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,3
621,ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,,Honduras,3
622,Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,Sao Tome & Principe,3
623,Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,3
624,Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,5
625,Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,3
626,Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,2
627,Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,,Costa Rica,5
628,Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,3
629,Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,,"Cost Rica, Ven",2
630,Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,5
631,Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,,"Peru, Madagascar",2
632,Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad,2
633,Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,2
634,Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,, ,2
635,Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,,"Venezuela, Trinidad",2
636,Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,5
637,Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,,Ecuador,3
638,Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,,Dominican Republic,3
639,Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,,Brazil,2
640,Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,,Jamaica,5
641,Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,,Venezuela,2
642,Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,2
643,Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,3
644,Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,, ,5
645,Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,5
646,Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,5
647,Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,5
648,Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,3
649,Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,5
650,Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,,Puerto Rico,2
651,Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,,Dominican Republic,5
652,Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,,Dominican Republic,3
653,Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,,Dominican Republic,2
654,Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,Criollo,Peru,2
655,Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,,Domincan Republic,2
656,Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,,Domincan Republic,2
657,Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,,Madagascar,2
658,Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,,Ecuador,3
659,Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,3
660,Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,,Venezuela,3
661,Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,,Venezuela,3
662,Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,,Venezuela,3
663,Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,,Venezuela,3
664,Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,,Costa Rica,3
665,Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,,Peru,3
666,Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,5
667,Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,3
668,Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,3
669,French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,,Peru,3
670,French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,,Guatemala,3
671,French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,,Costa Rica,5
672,French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,,Nicaragua,3
673,French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5,,Peru,3
674,French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru,2
675,French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5,,Peru,3
676,French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,U.S.A.,2.0,,Peru,5
677,French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
678,French Broad,La Red,785,2011,65.0,U.S.A.,3.5,,Dominican Republic,3
679,Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,5
680,Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
681,Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
682,Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,3
683,Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25,,Dominican Republic,3
684,Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75,,Dominican Republic,3
685,Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75,,Peru,3
686,Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru,5
687,Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5,,Papua New Guinea,3
688,Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5,,Papua New Guinea,3
689,Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,5
690,Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,5
691,Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,5
692,Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana,2
693,Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,3
694,Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5,,Dominican Republic,3
695,Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,3
696,Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,2
697,Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25,,Dominican Republic,3
698,Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,5
699,Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,3
700,Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,5
701,Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,2
702,Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,5
703,Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,3
704,Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,3
705,Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,,Nicaragua,3
706,Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,,Nicaragua,5
707,Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,,Nicaragua,3
708,Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,,Nicaragua,3
709,Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,,Nicaragua,3
710,Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,,Nicaragua,3
711,Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,3
712,Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,3
713,Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,3
714,Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,,Nicaragua,3
715,Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,3
716,Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,3
717,Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,3
718,Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,3
719,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica,5
720,Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,3
721,Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,5
722,Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,,Dominican Republic,3
723,Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,,Ecuador,5
724,Fruition,Peru,863,2012,70.0,U.S.A.,2.5,,Peru,2
725,Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,3
726,Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0,,Costa Rica,5
727,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii,2
728,Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,3
729,Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,5
730,Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Domincan Republic,3
731,Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Domincan Republic,3
732,Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,3
733,Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5,,Belize,3
734,Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil,5
735,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75,,Mexico,2
736,Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25,,Nicaragua,3
737,Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25,,Guatemala,3
738,Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,5
739,Green & Black's (ICAM),Dark,15,2006,70.0,U.K.,2.5,, ,2
740,Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,,Madagascar,3
741,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,3
742,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,2
743,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,2
744,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,5
745,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,5
746,Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,,"Trinidad, Tobago",5
747,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,,Venezuela,5
748,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,,"Ven, Trinidad, Ecuador",3
749,Guittard,"Epique, Blend No. 49",1602,2015,70.0,U.S.A.,3.75,, ,3
750,Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75,,Haiti,2
751,Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,,Nicaragua,2
752,Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,3
753,Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,,Ecuador,3
754,Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,, ,2
755,Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,, ,3
756,Guittard,Onyx,654,2011,72.0,U.S.A.,3.25,, ,3
757,Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad,5
758,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0,,Hawaii,5
759,Guittard,Nocturne,387,2009,91.0,U.S.A.,3.0,, ,5
760,Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend, ,3
761,Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,,Peru,5
762,Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,, ,5
763,Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5,,Venezuela,3
764,Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend, ,3
765,Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,5
766,Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,2
767,Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar,3
768,Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador,3
769,Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend, ,3
770,Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend, ,5
771,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,,Papua New Guinea,2
772,Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,, ,2
773,Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,,Dominican Republic,3
774,Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario, ,3
775,Habitual,Downtown London,1201,2014,65.0,Canada,2.75,, ,2
776,Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,, ,5
777,Habitual,Amazonas,1201,2014,80.0,Canada,3.0,, ,5
778,Habitual,Sharkey,1201,2014,66.0,Canada,3.25,,Hawaii,3
779,Habitual,one hundred,1205,2014,100.0,Canada,2.0,, ,5
780,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,2
781,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,2
782,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,5
783,Haigh,South America and Africa,701,2011,70.0,Australia,3.0,,"South America, Africa",5
784,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,U.S.A.,3.25,,Brazil,3
785,Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0,,Brazil,5
786,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5,,Brazil,3
787,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,U.S.A.,3.5,,Brazil,3
788,Heilemann,Peru,1876,2016,64.0,Germany,2.75,,Peru,2
789,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize,3
790,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica,3
791,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia,3
792,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia,5
793,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador,3
794,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,U.S.A.,3.75,,Hawaii,3
795,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,U.S.A.,3.5,,Hawaii,3
796,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador,3
797,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador,3
798,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia,3
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia,5
800,hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda,2
801,hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela,3
802,hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75,,Tanzania,2
803,hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar,5
804,hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0,,Venezuela,5
805,hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25,,Ecuador,3
806,hexx,Peru,1550,2015,70.0,U.S.A.,3.25,,Peru,3
807,Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,2
808,Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,2
809,Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Domincan Republic,3
810,Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru,3
811,Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,5
812,Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,2
813,Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,5
814,Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,3
815,Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,3
816,Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,,Peru,2
817,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,,Ecuador,3
818,Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar,3
819,Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad,3
820,Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,,Venezuela,3
821,Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,,Ivory Coast,2
822,Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,,Dominican Republic,2
823,Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,,Peru,3
824,Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,,Dominican Republic,3
825,Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,,Ecuador,2
826,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,U.K.,2.75,,St. Lucia,2
827,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,U.K.,4.0,Trinitario,St. Lucia,5
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,U.K.,1.75,Trinitario,St. Lucia,1
829,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,U.K.,3.0,Trinitario,Trinidad,5
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,U.K.,3.5,Trinitario,Vietnam,3
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador,5
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,U.K.,3.0,Trinitario,Madagascar,5
